,Unnamed: 0,image,image_cat_score,category,description,question,context_justification,reactionTime
392,392.0,images/news_journals/15.png,82.0,travel,a woman performing an indian dance,What does the woman look like?,"the travel website page is featuring a specific location, perhaps the cultural events there.",9.93675
393,393.0,images/news_journals/15.png,82.0,travel,a woman performing an indian dance,Is the woman in a professional dance troupe or is she simply dancing a traditional dance from her culture?,"the travel website page is featuring a specific location, perhaps the cultural events there.",9.93675
394,394.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,What's the man near?,Either someone wanted to share the picture of themselves or they're posting about someone they know or admire.,9.93675
395,395.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,Is the image of the social media account owner or someone else they've posted about?,Either someone wanted to share the picture of themselves or they're posting about someone they know or admire.,9.93675
396,396.0,images/travel/2.png,86.75,travel,a scuba diver in the ocean,Are they a professional or a tourist,There is a scuba experience available,6.513966667
397,397.0,images/travel/2.png,86.75,travel,a scuba diver in the ocean,How does the ocean look,There is a scuba experience available,6.513966667
398,398.0,images/science_journals/3.png,37.2,science_journals,a concert hall filled with plants,Does this happen with all plants?,How plants are affected by music or some other study of plants.,10.38618333
399,399.0,images/science_journals/3.png,37.2,science_journals,a concert hall filled with plants,Would another room affect the experiment or study?,How plants are affected by music or some other study of plants.,10.38618333
400,400.0,images/social_media/5.png,62.125,news,the women's soccer team,Does this also happen to men?,A study of exercise and interaction.,10.38618333
401,401.0,images/social_media/5.png,62.125,news,the women's soccer team,Why doesn't this have a photo of all kinds of people?,A study of exercise and interaction.,10.38618333
402,402.0,images/health/5.png,39.0,health,a woman kiteboarding in the ocean,What other exercises are there?,Types of excercise for health.,10.38618333
403,403.0,images/health/5.png,39.0,health,a woman kiteboarding in the ocean,What kind of injuries could occur?,Types of excercise for health.,10.38618333
404,404.0,images/shopping/2.png,43.0,shopping,a man wearing a sweater,What fabric is the sweater?,Website sells sweaters or an experience in cooler weather.,10.38618333
405,,,,,,,,
406,406.0,images/health/6.png,93.0,health,various foods that are in bowls,Is the food in bowls fruits and vegetables?,I think it would appear on a health site when it's discussing meal planning or healthy foods,11.79863333
407,407.0,images/health/6.png,93.0,health,various foods that are in bowls,Does the image have to do with a recipe?,I think it would appear on a health site when it's discussing meal planning or healthy foods,11.79863333
408,408.0,images/health/2.png,90.75,travel,a woman running on a mountain,Is there snow on the mountain?,This image would be on a travel site that is discussing a place that's good for hiking or running.,11.79863333
409,409.0,images/health/2.png,90.75,travel,a woman running on a mountain,Are there waterfalls in the mountains?,This image would be on a travel site that is discussing a place that's good for hiking or running.,11.79863333
410,410.0,images/social_media/5.png,54.125,social_media,the women's soccer team,Who is on the soccer team?,It is probably an image of a local soccer team where I have friends.,11.79863333
411,411.0,images/social_media/5.png,54.125,social_media,the women's soccer team,Where is the soccer team from?,It is probably an image of a local soccer team where I have friends.,11.79863333
412,412.0,images/news_journals/4.png,65.4,science_journals,a seal on the beach,What type of seal is this?,It is probably an article about aquatic wildlife.,11.79863333
413,413.0,images/news_journals/4.png,65.4,science_journals,a seal on the beach,Is the seal in danger or endangered?,It is probably an article about aquatic wildlife.,11.79863333
414,414.0,images/shopping/3.png,31.0,shopping,a man with a beard sitting on a rock near,What is the rock near?,The site is probably selling outdoor equipment or excursions.,11.79863333
415,415.0,images/shopping/3.png,31.0,shopping,a man with a beard sitting on a rock near,Is the man relaxing or is he engaging in an activity?,The site is probably selling outdoor equipment or excursions.,11.79863333
416,416.0,images/travel/7.png,58.5,news,a woman taking a picture of a narrow alley,What is in the alley?,There was probably an event that took place in an alley.,11.79863333
417,417.0,images/travel/7.png,58.5,news,a woman taking a picture of a narrow alley,Are there people in the alley?,There was probably an event that took place in an alley.,11.79863333
418,418.0,images/news_journals/4.png,32.6,news,a seal on the beach,Is this seal showing signs of increasing pollution issue on beaches?,"An image of a seal on the beach would be on a news website either to talk about pollution on beaches,and or seals might be becoming extinct.",13.89575
419,419.0,images/news_journals/4.png,32.6,news,a seal on the beach,Are seals becoming extinct?,"An image of a seal on the beach would be on a news website either to talk about pollution on beaches,and or seals might be becoming extinct.",13.89575
420,420.0,images/news_journals/15.png,82.0,travel,a woman performing an indian dance,Are tourists able to learn the dance as well or is it just a performance for tourists to see?,This image would be on a travel website to show the beauty of India and why people should come there.,13.89575
421,421.0,images/news_journals/15.png,82.0,travel,a woman performing an indian dance,Is she a famous dancer tourists can see if they travel to India?,This image would be on a travel website to show the beauty of India and why people should come there.,13.89575
422,422.0,images/social_media/7.png,80.5,science_journals,a man in a black shirt standing in front of,What is this man in everyday clothes supposed to represent for this science magazine website?,Maybe this man in a black shirt is a researcher doing a science presentation that's showcased in the magazine.,13.89575
423,423.0,images/social_media/7.png,80.5,science_journals,a man in a black shirt standing in front of,What is the man standing infront of exactly?,Maybe this man in a black shirt is a researcher doing a science presentation that's showcased in the magazine.,13.89575
424,424.0,images/health/3.png,95.33333333,health,a woman in a pink sports bra top,Are consumers able to see and buy where this woman got her sportswear from?,This image would appear on a health website to show what appropriate attire to wear when working out.,13.89575
425,425.0,images/health/3.png,95.33333333,health,a woman in a pink sports bra top,What excercise is the woman doing that's specific to improving our health?,This image would appear on a health website to show what appropriate attire to wear when working out.,13.89575
426,426.0,images/shopping/7.png,65.4,shopping,a man wearing a white t - shirt,How much is the shirt?,This image would show me that they're selling the white shirt this man is wearing.,13.89575
427,427.0,images/shopping/7.png,65.4,shopping,a man wearing a white t - shirt,Are the other shirts the same price?,This image would show me that they're selling the white shirt this man is wearing.,13.89575
428,428.0,images/social_media/5.png,54.125,social_media,the women's soccer team,Do these women have separate social media accounts? ,This image would be on a social media website to show who the members are on this soccer team. ,13.89575
429,429.0,images/social_media/5.png,54.125,social_media,the women's soccer team,Are they a famous soccer team?,This image would be on a social media website to show who the members are on this soccer team. ,13.89575
430,430.0,images/shopping/4.png,43.75,shopping,the pool at the holiday inn in san diego,"Is this a type of trip, and if so, what is it?",It would probably be an advertisement for a vacation package.,10.68378333
431,431.0,images/shopping/4.png,43.75,shopping,the pool at the holiday inn in san diego,How much is the cost of this?,It would probably be an advertisement for a vacation package.,10.68378333
432,432.0,images/science_journals/2.png,41.83333333,science_journals,a man and woman in wetsuits,Where are these people located?,Likely marine biologists or other scientists working,10.68378333
433,433.0,images/science_journals/2.png,41.83333333,science_journals,a man and woman in wetsuits,Are these people holding anything or obviously doing anything?,Likely marine biologists or other scientists working,10.68378333
434,434.0,images/social_media/1.png,68.0,social_media,a man with dreadlocks wearing a jacket and pants,Who is this person?,This is probably some kind of influencer or friend,10.68378333
435,435.0,images/social_media/1.png,68.0,social_media,a man with dreadlocks wearing a jacket and pants,What is this person's relation to me?,This is probably some kind of influencer or friend,10.68378333
436,436.0,images/shopping/6.png,78.14285714,travel,a snowboarder standing on a snow covered hill,Where is this located?,An example of an adventure someone can take during travel,10.68378333
437,437.0,images/shopping/6.png,78.14285714,travel,a snowboarder standing on a snow covered hill,How much does it cost for me to get to this place or somewhere similar?,An example of an adventure someone can take during travel,10.68378333
438,438.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,What kind of event is happening?,A cultural event going on recently,10.68378333
439,439.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,What cultures are being discussed here?,A cultural event going on recently,10.68378333
440,440.0,images/health/3.png,95.33333333,health,a woman in a pink sports bra top,What is this person doing?,"Example of what ""health"" looks like",10.68378333
441,441.0,images/health/3.png,95.33333333,health,a woman in a pink sports bra top,What is this person doing that furthers their health?,"Example of what ""health"" looks like",10.68378333
442,442.0,images/travel/4.png,90.0,travel,a skier on a mountain,Where is this location?,It might be shown to demonstrate that you can ski at the location shown at the website,19.84366667
443,443.0,images/travel/4.png,90.0,travel,a skier on a mountain,How much does it cost to ski there?,It might be shown to demonstrate that you can ski at the location shown at the website,19.84366667
444,444.0,images/news_journals/34.png,42.0,news,a woman standing on the beach,What happened in the beach?,The picture might add context to an article in the website,19.84366667
445,445.0,images/news_journals/34.png,42.0,news,a woman standing on the beach,Is this a inspirational story or a tragic story?,The picture might add context to an article in the website,19.84366667
446,446.0,images/science_journals/2.png,62.83333333,health,a man and woman in wetsuits,What are the overall benefits to swimming?,It might be shown to accompany an article about how swimming is healthy,19.84366667
447,447.0,images/science_journals/2.png,62.83333333,health,a man and woman in wetsuits,Are there any risks in swimming?,It might be shown to accompany an article about how swimming is healthy,19.84366667
448,448.0,images/science_journals/6.png,9.666666667000001,science_journals,a group of men standing in front of a wall,Is this an article about men's mental health?,It might be a article about mental health among men,19.84366667
449,449.0,images/science_journals/6.png,9.666666667000001,science_journals,a group of men standing in front of a wall,What is the story behind this photo?,It might be a article about mental health among men,19.84366667
450,450.0,images/social_media/1.png,100.0,shopping,a man with dreadlocks wearing a jacket and pants,Are they trying to sell the jacket or pants?,They are trying to sell the clothing that the man is wearing ,19.84366667
451,451.0,images/social_media/1.png,100.0,shopping,a man with dreadlocks wearing a jacket and pants,What kinds of clothes are you selling?,They are trying to sell the clothing that the man is wearing ,19.84366667
452,452.0,images/shopping/7.png,59.2,social_media,a man wearing a white t - shirt,What is special about the t-shirt?,They are trying to sell the t-shirt ,19.84366667
453,453.0,images/shopping/7.png,59.2,social_media,a man wearing a white t - shirt,In what platform are they selling it?,They are trying to sell the t-shirt ,19.84366667
454,454.0,images/shopping/6.png,78.14285714,travel,a snowboarder standing on a snow covered hill,Where specifically is the hill the snowboarder is on?,To show users an activity at the location.,19.2249
455,455.0,images/shopping/6.png,78.14285714,travel,a snowboarder standing on a snow covered hill,How can I get the gear and equipment needed and travel there?,To show users an activity at the location.,19.2249
456,456.0,images/health/6.png,93.0,health,various foods that are in bowls,What ingredients are in the food bowls?,To show users healthy food options.,19.2249
457,457.0,images/health/6.png,93.0,health,various foods that are in bowls,How do I make or prepare the foods shown?,To show users healthy food options.,19.2249
458,458.0,images/social_media/7.png,68.25,news,a man in a black shirt standing in front of,What is the man standing in front of?,I don't know what he is standing in front of.,19.2249
459,459.0,images/social_media/7.png,68.25,news,a man in a black shirt standing in front of,Is his black shirt relevant to the context of the picture?,I don't know what he is standing in front of.,19.2249
460,460.0,images/shopping/5.png,30.33333333,shopping,a group of vases,How much do the vases cost?,To show a product users may want to purchase.,19.2249
461,461.0,images/shopping/5.png,30.33333333,shopping,a group of vases,What are the materials they're made from?,To show a product users may want to purchase.,19.2249
462,462.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,Who is the man with a beard?,To show someone the user may want to connect with.,19.2249
463,463.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,Where is he sitting near?,To show someone the user may want to connect with.,19.2249
464,464.0,images/science_journals/1.png,48.5,science_journals,a building that has been destroyed,Why was the building destroyed?,To show users a building related to a story.,19.2249
465,465.0,images/science_journals/1.png,48.5,science_journals,a building that has been destroyed,What is the significance of the building being destroyed?,To show users a building related to a story.,19.2249
466,466.0,images/health/1.png,87.75,health,a doctor and an elderly woman,How important is a good diet?,It shows that essential part to go health is visits with a doctor,24.23778333
467,467.0,images/health/1.png,87.75,health,a doctor and an elderly woman,How often should I exercise?,It shows that essential part to go health is visits with a doctor,24.23778333
468,468.0,images/social_media/5.png,62.125,news,the women's soccer team,Who are the members of the team?,The women's soccer team is likely competing in a tournament ,24.23778333
469,469.0,images/social_media/5.png,62.125,news,the women's soccer team,How often does the soccer team play?,The women's soccer team is likely competing in a tournament ,24.23778333
470,470.0,images/science_journals/1.png,48.5,science_journals,a building that has been destroyed,Where is the location of the building?,I think the build may be one from the long past?,24.23778333
471,471.0,images/science_journals/1.png,48.5,science_journals,a building that has been destroyed,When was it built?,I think the build may be one from the long past?,24.23778333
472,472.0,images/shopping/2.png,43.0,shopping,a man wearing a sweater,How much does it cost?,To show off this specific product.,24.23778333
473,473.0,images/shopping/2.png,43.0,shopping,a man wearing a sweater,What size does it come in?,To show off this specific product.,24.23778333
474,474.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,Where was the man at?,It's an image someone posted on themselves to share with their followers.,24.23778333
475,475.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,How old is he?,It's an image someone posted on themselves to share with their followers.,24.23778333
476,476.0,images/travel/4.png,90.0,travel,a skier on a mountain,How high is the mountain?,To entice people to have this type of experience,24.23778333
477,477.0,images/travel/4.png,90.0,travel,a skier on a mountain,What location was the image taken?,To entice people to have this type of experience,24.23778333
478,478.0,images/news_journals/8.png,84.5,news,a man giving a speech,"What is the speech about?
",because it might be a politician,18.44221667
479,479.0,images/news_journals/8.png,84.5,news,a man giving a speech,Is the person a Democrat or Republican?,because it might be a politician,18.44221667
480,480.0,images/travel/5.png,56.5,shopping,a woman walking down a street with her suitcase,What type of suitcase is it?,The Shopping website offers suitcases,18.44221667
481,481.0,images/travel/5.png,56.5,shopping,a woman walking down a street with her suitcase,What is in the suitcase?,The Shopping website offers suitcases,18.44221667
482,482.0,images/travel/2.png,86.75,travel,a scuba diver in the ocean,What is the location of the scuba diver?,Scuba diving is offered for this vacation,18.44221667
483,483.0,images/travel/2.png,86.75,travel,a scuba diver in the ocean,What is the cost to scuba dive?,Scuba diving is offered for this vacation,18.44221667
484,484.0,images/health/2.png,60.0,science_journals,a woman running on a mountain,"What is the physiological benefit of running on a mountain?


",to show the physical benefits of excersise,18.44221667
485,485.0,images/health/2.png,60.0,science_journals,a woman running on a mountain,"
What can other athletes learn from this individual's running technique?",to show the physical benefits of excersise,18.44221667
486,486.0,images/travel/4.png,59.0,health,a skier on a mountain,................What safety precautions should I take when skiing?,To show the importance of physical activity,18.44221667
487,487.0,images/travel/4.png,59.0,health,a skier on a mountain,"What are the best ways to prevent injuries while skiing?
........",To show the importance of physical activity,18.44221667
488,488.0,images/travel/6.png,57.0,social_media,a bowl of noodles with vegetables,what kind of noodles and vegetable are offered?,An influencer is promoting a product,18.44221667
489,489.0,images/travel/6.png,57.0,social_media,a bowl of noodles with vegetables,Does the product have good ratings?,An influencer is promoting a product,18.44221667
490,490.0,images/news_journals/25.png,36.25,news,a group of people sitting at a table,Is this a get together ?,Maybe people at a restaurant waiting for food or having conversation while waiting for food to be solved.,21.9752
491,491.0,images/news_journals/25.png,36.25,news,a group of people sitting at a table,Is the food so great that people want to wait no matter the wait time?,Maybe people at a restaurant waiting for food or having conversation while waiting for food to be solved.,21.9752
492,492.0,images/health/2.png,82.0,health,a woman running on a mountain,Is it safe to run that long when one is older?,Trying to stay healthy by exercising while also having fun,21.9752
493,493.0,images/health/2.png,82.0,health,a woman running on a mountain,what is a healthy food for a consistent runner?,Trying to stay healthy by exercising while also having fun,21.9752
494,494.0,images/travel/5.png,53.16666667,social_media,a woman walking down a street with her suitcase,Are they advertising a suitcase?,"A woman on holiday, advertising suitcase or just moved into a neighborhood",21.9752
495,495.0,images/travel/5.png,53.16666667,social_media,a woman walking down a street with her suitcase,Is the woman a model?,"A woman on holiday, advertising suitcase or just moved into a neighborhood",21.9752
496,496.0,images/shopping/5.png,30.33333333,shopping,a group of vases,what is the shopping website known for?,"To attract customers to the websites, to increase sales",21.9752
497,497.0,images/shopping/5.png,30.33333333,shopping,a group of vases,what payment options are available and is payment safe  reliable,"To attract customers to the websites, to increase sales",21.9752
498,498.0,images/travel/6.png,49.6,travel,a bowl of noodles with vegetables,how competitive is their price?,"Rates, flexibility of assessing travel options",21.9752
499,499.0,images/travel/6.png,49.6,travel,a bowl of noodles with vegetables,is their website user friendly?,"Rates, flexibility of assessing travel options",21.9752
500,500.0,images/science_journals/7.png,3.5,science_journals,a street sign that says the olde street,How informative and reliable?," periodical publication intended to further progress of science, usually by sharing findings from research .with readers.",21.9752
501,501.0,images/science_journals/7.png,3.5,science_journals,a street sign that says the olde street,does magazine draw traffic," periodical publication intended to further progress of science, usually by sharing findings from research .with readers.",21.9752
502,502.0,images/shopping/6.png,62.14285714,social_media,a snowboarder standing on a snow covered hill,Why is the man alone instead of with others?,"They want to convey a sense of relief, and peace so one's brain can focus on connecting.",39.93841667
503,503.0,images/shopping/6.png,62.14285714,social_media,a snowboarder standing on a snow covered hill,What is the significance of the snow?,"They want to convey a sense of relief, and peace so one's brain can focus on connecting.",39.93841667
504,504.0,images/travel/7.png,58.5,news,a woman taking a picture of a narrow alley,Does this photo best convey the title of the news headline? ,Street photography and journalism is very popular especially in NY. ,39.93841667
505,505.0,images/travel/7.png,58.5,news,a woman taking a picture of a narrow alley,Is the photography capturing the recent developments talked about in the headline?,Street photography and journalism is very popular especially in NY. ,39.93841667
506,506.0,images/health/2.png,82.0,health,a woman running on a mountain,Why is the running on a mountain? ,Running is a great form of exercise that contributes to good health. ,39.93841667
507,507.0,images/health/2.png,82.0,health,a woman running on a mountain,Is running the best way to depict health? ,Running is a great form of exercise that contributes to good health. ,39.93841667
508,508.0,images/science_journals/5.png,87.5,travel,people fishing in the river,Is fishing the best way to represent travel? ,"Fishing isn't readily available to people across the world, so it naturally has a sense of travel since most have to leave to do it. ",39.93841667
509,509.0,images/science_journals/5.png,87.5,travel,people fishing in the river,Is there anyone against swimming? ,"Fishing isn't readily available to people across the world, so it naturally has a sense of travel since most have to leave to do it. ",39.93841667
510,510.0,images/shopping/4.png,43.75,shopping,the pool at the holiday inn in san diego,How happy are the people in the pool? ,"People relaxing in a pool is conveys relaxation, which is an experience most people crave. ",39.93841667
511,511.0,images/shopping/4.png,43.75,shopping,the pool at the holiday inn in san diego,Do pools make me want to purchase things? ,"People relaxing in a pool is conveys relaxation, which is an experience most people crave. ",39.93841667
512,512.0,images/science_journals/1.png,48.5,science_journals,a building that has been destroyed,Why did they go with a destroyed building to show change?,"A destroyed building shows change, and something recent; so it works.",39.93841667
513,513.0,images/science_journals/1.png,48.5,science_journals,a building that has been destroyed,Is a destroyed building too negative for what they want to convey?,"A destroyed building shows change, and something recent; so it works.",39.93841667
514,514.0,images/science_journals/2.png,59.33333333,social_media,a man and woman in wetsuits,What is the brand that the image represents?,For people who enjoy swimming or diving.,7.152916667
515,515.0,images/science_journals/2.png,59.33333333,social_media,a man and woman in wetsuits,Are the wetsuits expensive?,For people who enjoy swimming or diving.,7.152916667
516,516.0,images/shopping/6.png,78.14285714,travel,a snowboarder standing on a snow covered hill,Where is the image taken from?,It is probably showcasing a place where people can go snowboarding.,7.152916667
517,517.0,images/shopping/6.png,78.14285714,travel,a snowboarder standing on a snow covered hill,Does it snow all year round in this location?,It is probably showcasing a place where people can go snowboarding.,7.152916667
518,518.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,Where is this performance held?,It is probably showcasing the art of Indian dancing.,7.152916667
519,519.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,How to learn the art of Indian dancing?,It is probably showcasing the art of Indian dancing.,7.152916667
520,520.0,images/science_journals/4.png,57.33333333,science_journals,a boat with a crab in it,What is this image about and what does it have to do with this science magazine?,It may be for an article about Earth science.,7.152916667
521,521.0,images/science_journals/4.png,57.33333333,science_journals,a boat with a crab in it,Is this about Earth science?,It may be for an article about Earth science.,7.152916667
522,522.0,images/travel/4.png,59.0,health,a skier on a mountain,What are the benefits of skiing?,Physical activity is great for your health.,7.152916667
523,523.0,images/travel/4.png,59.0,health,a skier on a mountain,Is it hard to learn how to ski?,Physical activity is great for your health.,7.152916667
524,524.0,images/shopping/7.png,65.4,shopping,a man wearing a white t - shirt,What brand is the t-shirt?,They are selling the t-shirt on the website.,7.152916667
525,525.0,images/shopping/7.png,65.4,shopping,a man wearing a white t - shirt,How much is the t-shirt?,They are selling the t-shirt on the website.,7.152916667
526,526.0,images/travel/6.png,57.0,social_media,a bowl of noodles with vegetables,Who is sharing?,Someone is sharing pictures of t heir food,14.83393333
527,527.0,images/travel/6.png,57.0,social_media,a bowl of noodles with vegetables,What type of ramen is it?,Someone is sharing pictures of t heir food,14.83393333
528,528.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,What is the headline?,Article on a different cultural phenomenon,14.83393333
529,529.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,What is the context of the dance?,Article on a different cultural phenomenon,14.83393333
530,530.0,images/health/7.png,74.75,health,two women in blue sports bras and leggings,What is the context?,The website is showing people exercising,14.83393333
531,531.0,images/health/7.png,74.75,health,two women in blue sports bras and leggings,Is the article about fitness or apparel?,The website is showing people exercising,14.83393333
532,532.0,images/social_media/1.png,100.0,shopping,a man with dreadlocks wearing a jacket and pants,What do the clothes look like?,The man is probably a model wearing the clothes,14.83393333
533,533.0,images/social_media/1.png,100.0,shopping,a man with dreadlocks wearing a jacket and pants,Is this part of a product listing?,The man is probably a model wearing the clothes,14.83393333
534,534.0,images/science_journals/5.png,61.33333333,science_journals,people fishing in the river,Does the article refer to depletion of fish?,The article could be about fish stocks or the environment,14.83393333
535,535.0,images/science_journals/5.png,61.33333333,science_journals,people fishing in the river,Is there a connection between recreational fishing and environmental decay?,The article could be about fish stocks or the environment,14.83393333
536,536.0,images/science_journals/4.png,59.0,travel,a boat with a crab in it,Where is the boat?,The picture is probably part of a feature on a travel destination,14.83393333
537,537.0,images/science_journals/4.png,59.0,travel,a boat with a crab in it,What activity is taking place?,The picture is probably part of a feature on a travel destination,14.83393333
